title,year,certificate,duration,"genre",rating,"description",stars,votes
Orange Is the New Black,2013-2019,TV-MA,59,"Comedy, Crime, Drama",8.1,"Convicted of a decade old crime of transporting drug money to an ex-girlfriend, normally law-abiding Piper Chapman is sentenced to a year and a half behind bars to face the reality of how life-changing prison can really be.","[Taylor Schilling,Danielle Brooks,Taryn Manning,Emma Myles]",300354
Jurassic Park,1993,PG-13,127,"Action, Adventure, Sci-Fi",8.2,"A pragmatic paleontologist touring an almost complete theme park on an island in Central America is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.","[Steven Spielberg,Sam Neill,Laura Dern,Jeff Goldblum,Richard Attenborough]",978402
Prison Break,2005-2017,TV-14,44,"Action, Crime, Drama",8.3,"Due to a political conspiracy, an innocent man is sent to death row and his only hope is his brother, who makes it his mission to deliberately get himself sent to the same prison in order to break the both of them out, from the inside.","[Dominic Purcell,Wentworth Miller,Amaury Nolasco,Robert Knepper]",529304
Billions,2016,TV-MA,60,"Drama",8.4,"New money means no mercy as Mike Prince takes the Axe Capital throne. Chuck Rhoades is convinced no one should have that much wealth - or power. As all the players seek out new alliances, only one thing's for certain - wealth means war.","[Paul Giamatti,Damian Lewis,Maggie Siff,David Costabile]",93451
Once Upon a Time,2011-2018,TV-PG,60,"Adventure, Fantasy, Romance",7.7,"A young woman with a troubled past is drawn to a small town in Maine where fairy tales are to be believed.","[Ginnifer Goodwin,Jennifer Morrison,Lana Parrilla,Robert Carlyle]",223549
Titans,2018,TV-MA,45,"Action, Adventure, Crime",7.6,"A team of young superheroes combat evil and other perils.","[Brenton Thwaites,Anna Diop,Ryan Potter,Teagan Croft]",98315
The 100,2014-2020,TV-14,43,"Drama, Mystery, Sci-Fi",7.6,"Set 97 years after a nuclear war destroyed civilization, when a spaceship housing humanity's lone survivors sends 100 juvenile delinquents back to Earth, hoping to repopulate the planet.","[Eliza Taylor,Bob Morley,Marie Avgeropoulos,Isaiah Washington]",248827
Jaws,1975,PG,124,"Adventure, Thriller",8.1,"When a killer shark unleashes chaos on a beach community off Cape Cod, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.","[Steven Spielberg,Roy Scheider,Robert Shaw,Richard Dreyfuss,Lorraine Gary]",600404
The Catholic School,2021,TV-MA,106,"Drama",5.8,"In late September 1975, a renowned Catholic school in Rome for sheltered, upper-middle-class boys is attacked in what became known as the Circeo Massacre. The film examines what triggered the violence.","[Stefano Mordini,Benedetta Porcaroli,Giulio Pranno,Emanuele Maria Di Stefano,Giulio Fochetti]",1536
South Park,1997,TV-14,22,"Animation, Comedy",8.7,"Follows the misadventures of four irreverent grade-schoolers in the quiet, dysfunctional town of South Park, Colorado.","[Trey Parker,Matt Stone,Isaac Hayes,Mona Marshall]",366394
Spartacus,2010-2013,TV-MA,55,"Action, Adventure, Biography",8.5,"The life of Spartacus, the gladiator who lead a rebellion against the Romans. From his time as an ally of the Romans, to his betrayal and becoming a gladiator, to the rebellion he leads and its ultimate outcome.","[Andy Whitfield,Lucy Lawless,Manu Bennett,Daniel Feuerriegel]",241105
Clueless,1995,PG-13,97,"Comedy, Romance",6.9,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other.","[Amy Heckerling,Alicia Silverstone,Stacey Dash,Brittany Murphy,Paul Rudd]",216233
Chesapeake Shores,2016-2022,TV-PG,42,"Drama, Family",7.5,"A young woman returns to her hometown to help save her sister's failing inn, where she contends with memories and faces from her past.","[Meghan Ory,Barbara Niven,Laci J Mailey,Emilie Ullerup]",7676
Demon Slayer: Kimetsu no Yaiba,2019,TV-MA,24,"Animation, Action, Adventure",8.7,"A family is attacked by demons and only two members survive - Tanjiro and his sister Nezuko, who is turning into a demon slowly. Tanjiro sets out to become a demon slayer to avenge his family and cure his sister.","[Natsuki Hanae,Zach Aguilar,Abby Trott,Yoshitsugu Matsuoka]",97968
The Queen's Gambit,2020,TV-MA,60,"Drama",8.6,"Orphaned at the tender age of nine, prodigious introvert Beth Harmon discovers and masters the of chess in 1960s USA. But child stardom comes at a price.","[Anya Taylor-Joy,Chloe Pirrie,Bill Camp,Marcin Dorocinski]",432644
Pretty Little Liars,2010-2017,TV-14,44,"Drama, Mystery, Romance",7.4,"Four friends band together against an anonymous foe who threatens to reveal their darkest secrets, while also investigating the disappearance of their best friend.","[Troian Bellisario,Ashley Benson,Lucy Hale,Shay Mitchell]",166548
Mindhunter,2017-2019,TV-MA,60,"Crime, Drama, Mystery",8.6,"Set in the late 1970s, two FBI agents are tasked with interviewing serial killers to solve open cases.","[Jonathan Groff,Holt McCallany,Anna Torv,Hannah Gross]",281506
From,2022,TV-MA,52,"Drama, Horror, Mystery",7.6,"Unravel the mystery of a city in middle U.S.A. that imprisons everyone who enters. As the residents struggle to maintain a sense of normalcy and seek a way out, they must also survive the threats of the surrounding forest.","[Scott McCord,Harold Perrineau,Catalina Sandino Moreno,Eion Bailey]",18826
Spiderhead,2022,R,106,"Action, Crime, Drama",5.4,"In the near future, convicts are offered the chance to volunteer as medical subjects to shorten their sentence. One such subject for a new drug capable of generating feelings of love begins questioning the reality of his emotions.","[Joseph Kosinski,Chris Hemsworth,Miles Teller,Jurnee Smollett,Mark Paguio]",52102
CSI: Crime Scene Investigation,2000-2015,TV-14,60,"Crime, Drama, Mystery",7.7,"Series following an elite team of police forensic evidence investigation experts as they work their cases in Las Vegas.","[Laurence Fishburne,Marg Helgenberger,George Eads,Eric Szmanda]",83833
Evil,2019,TV-14,42,"Crime, Drama, Horror",7.7,"A skeptical clinical psychologist joins a priest-in-training and a blue collar contractor as they investigate supposed abnormal events, including, demonic possession, and other extraordinary occurrences to see if there's a scientific explanation or if something truly supernatural's at work.","[Katja Herbers,Mike Colter,Aasif Mandvi,Michael Emerson]",26248
The Lincoln Lawyer,2022,TV-MA,60,"Crime, Drama, Mystery",7.7,"An iconoclastic idealist runs his law practice out of the back of his Lincoln Town Car in this series based on Michael Connelly's bestselling novels.","[Manuel Garcia-Rulfo,Neve Campbell,Becki Newton,Angus Sampson]",35356
Arrested Development,2003-2019,TV-14,22,"Comedy",8.7,"Level-headed son Michael Bluth takes over family affairs after his father is imprisoned. But the rest of his spoiled, dysfunctional family are making his job unbearable.","[Jason Bateman,Michael Cera,Portia de Rossi,Will Arnett]",302834
Heartland,2007,TV-PG,45,"Drama, Family",8.4,"A multi-generational saga set in Alberta, Canada and centered on a family getting through life together in both happy and trying times.","[Amber Marshall,Shaun Johnston,Michelle Morgan,Chris Potter]",16702
Mo,2022,TV-MA,30,"Comedy, Drama",7.6,"Mo Najjar who straddles the line between two cultures, three languages and a ton of bullshit. The fictional Mo is a Palestinian refugee living one step away from asylum on the path to U.S. citizenship.","[Mohammed Amer,Teresa Ruiz,Omar Elba,Farah Bsieso]",5261
Inventing Anna,2022,TV-MA,65,"Drama",6.8,"A journalist with a lot to prove investigates the case of Anna Delvey, the Instagram-legendary German heiress who stole the hearts of New York's social scene - and stole their money as well.","[Anna Chlumsky,Julia Garner,Arian Moayed,Katie Lowes]",65185
It,2017,R,135,"Horror",7.3,"In the summer of 1989, a group of bullied kids band together to destroy a shape-shifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.","[Andy Muschietti,Bill Skarsgård,Jaeden Martell,Finn Wolfhard,Sophia Lillis]",537240
Narcos,2015-2017,TV-MA,49,"Biography, Crime, Drama",8.8,"A chronicled look at the criminal exploits of Colombian drug lord Pablo Escobar, as well as the many other drug kingpins who plagued the country through the years.","[Pedro Pascal,Wagner Moura,Boyd Holbrook,Alberto Ammann]",416307
The Sinner,2017-2021,TV-MA,45,"Crime, Drama, Mystery",7.9,"Anthology series that examines how and why ordinary people commit brutal crimes.","[Bill Pullman,Jessica Hecht,Dohn Norwood,Adam LeFevre]",120241
Homeland,2011-2020,TV-MA,55,"Crime, Drama, Mystery",8.3,"A bipolar CIA operative becomes convinced a prisoner of war has been turned by al-Qaeda and is planning to carry out a terrorist attack on American soil.","[Claire Danes,Mandy Patinkin,Damian Lewis,Rupert Friend]",339482
The Haunting of Hill House,2018,TV-MA,572,"Drama, Horror, Mystery",8.6,"Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it.","[Michiel Huisman,Carla Gugino,Henry Thomas,Elizabeth Reaser]",237198
Doc Martin,2004-2022,TV-14,46,"Comedy, Drama, Romance",8.4,"The trials and tribulations of Dr. Martin Ellingham, who moves from London to the picturesque village of Portwenn in Cornwall.","[Martin Clunes,Caroline Catz,Ian McNeice,Joe Absolom]",16147
Hawaii Five-0,2010-2020,TV-14,42,"Action, Crime, Drama",7.4,"When Steve McGarrett returns home to Oahu to find his father's killer, the Governor offers him the chance to run his own task force: Five-0.","[Alex OLoughlin,Scott Caan,Taylor Wily,Daniel Dae Kim]",73530
Star Trek: The Original Series,1966-1969,TV-PG,50,"Action, Adventure, Sci-Fi",8.4,"In the 23rd Century, Captain James T. Kirk and the crew of the U.S.S. Enterprise explore the galaxy and defend the United Federation of Planets.","[William Shatner,Leonard Nimoy,DeForest Kelley,Nichelle Nichols]",83805
The Next 365 Days,2022,TV-MA,112,"Drama, Romance",2.7,"Laura and Massimo's relationship hangs in the balance as they try to overcome trust issues and jealousy while a tenacious Nacho works to push them apart.","[Barbara Bialowas,Tomasz Mandes,Anna-Maria Sieklucka,Michele Morrone,Simone Susinna,Magdalena Lamparska]",5495
Don't Look Up,2021,R,138,"Comedy, Drama, Sci-Fi",7.2,"Two low-level astronomers must go on a giant media tour to warn humankind of an approaching comet that will destroy planet Earth.","[Adam McKay,Leonardo DiCaprio,Jennifer Lawrence,Meryl Streep,Cate Blanchett]",525424
Murdoch Mysteries,2008,TV-PG,48,"Crime, Drama, Mystery",8.2,"In the 1890s, William Murdoch uses radical forensic techniques for the time, including fingerprinting and trace evidence, to solve some of the city's most gruesome murders.","[Yannick Bisson,Helene Joy,Thomas Craig,Jonny Harris]",14381
The Good Wife,2009-2016,TV-14,43,"Crime, Drama, Mystery",8.4,"Alicia Florrick has been a good wife to her husband, a former state's attorney. After a very humiliating sex and corruption scandal, he is behind bars. She must now provide for her family and returns to work as a litigator in a law firm.","[Julianna Margulies,Chris Noth,Josh Charles,Matt Czuchry]",75557
Shadow and Bone,2021,TV-14,60,"Action, Adventure, Drama",7.6,"Dark forces conspire against orphan mapmaker Alina Starkov when she unleashes an extraordinary power that could change the fate of her war-torn world.","[Jessie Mei Li,Ben Barnes,Archie Renaux,Freddy Carter]",82657
Sex/Life,2021,TV-MA,45,"Comedy, Drama, Romance",5.4,"A suburban mother of two takes a fantasy-charged trip down memory lane that sets her very married present on a collision course with her wild-child past.","[Sarah Shahi,Mike Vogel,Adam Demos,Margaret Odette]",21107
Gladiator,2000,R,155,"Action, Adventure, Drama",8.5,"A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.","[Ridley Scott,Russell Crowe,Joaquin Phoenix,Connie Nielsen,Oliver Reed]",1481531
The Punisher,2017-2019,TV-MA,53,"Action, Crime, Drama",8.5,"After the murder of his family, Marine veteran Frank Castle becomes the vigilante known as The Punisher, with only one goal in mind: to avenge them.","[Jon Bernthal,Amber Rose Revah,Ben Barnes,Jason R. Moore]",231599
Midnight Mass,2021,TV-MA,450,"Drama, Fantasy, Horror",7.7,"An isolated island community experiences miraculous events - and frightening omens - after the arrival of a charismatic, mysterious young priest.","[Kate Siegel,Zach Gilford,Kristin Lehman,Samantha Sloyan]",110997
"Roswell, New Mexico",2019-2022,TV-14,45,"Drama, Romance, Sci-Fi",6.2,"Centers on a town where aliens with unearthly abilities live undercover among humans. But when a violent attack points to a greater alien presence, the politics of fear and hatred threaten to expose them.","[Jeanine Mason,Nathan Parsons,Michael Vlamis,Lily Cowles]",12827
Taxi Driver,1976,R,114,"Crime, Drama",8.2,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.","[Martin Scorsese,Robert De Niro,Jodie Foster,Cybill Shepherd,Albert Brooks]",819599
Teen Wolf,2011-2017,TV-14,41,"Action, Drama, Fantasy",7.7,"An average high school student and his best friend get caught up in some trouble causing him to receive a werewolf bite. As a result they find themselves in the middle of all sorts of dramas in Beacon Hills.","[Tyler Posey,Holland Roden,Dylan OBrien,Linden Ashby]",146991
Vikings: Valhalla,2022,TV-MA,51,"Action, Adventure, Drama",7.2,"Follow-up series to 'Vikings' set 100 years afterward and centering on the adventures of Leif Erikson, Freydis, Harald Hardrada and the Norman King William the Conqueror.","[Sam Corlett,Leo Suter,Jóhannes Haukur Jóhannesson,Lujza Richter]",37571
New Amsterdam,2018,TV-14,43,"Drama",8,"A new medical director breaks the rules to heal the system at America's oldest public hospital.","[Ryan Eggold,Janet Montgomery,Jocko Sims,Tyler Labine]",37212
Léon: The Professional,1994,R,110,"Action, Crime, Drama",8.5,"12-year-old Mathilda is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade.","[Luc Besson,Jean Reno,Gary Oldman,Natalie Portman,Danny Aiello]",1147345
Arrow,2012-2020,TV-14,42,"Action, Adventure, Crime",7.5,"Spoiled billionaire playboy Oliver Queen is missing and presumed dead when his yacht is lost at sea. He returns five years later a changed man, determined to clean up the city as a hooded vigilante armed with a bow.","[Stephen Amell,Katie Cassidy,David Ramsey,Susanna Thompson]",429943
